airline_sentiment,text
2,jetblue found camera thank rock
1,jetblue fleet fleek http co g habyep smh
1,sway jetblue fleet fleek http co tqc tkci
1,um wut jetblue fleet fleek http co uwcpxtxj
1,alright someone stop rt jetblue fleet fleek http co lchvjolidg
2,stop please rt jetblue fleet fleek http co eul sdurbu
1,jetblue shut door way
0,jetblue transferring trueblue point within family pooling member cost set contribution pool already
2,jetblue gotcha thanks update ready go whenever enjoy evening
1,jetblue non profit arc would love ticket rely airline extraction saving abducted child returning home
0,jetblue gotcha lessening delay part happening right
0,social agency nice thing jetblue fleet fleek http co qrxz bgbtq
1,jetblue rt wmcactionnews new airline expected make way mem http co gbd r olsi
1,jetblue rt wmcactionnews new airline expected make way mem http co vo eqsepqh
1,jetblue rt wmcactionnews new airline expected make way mem http co p eef zwzc
2,jetblue well thankfully got nice food court update posted
1,smh rt jetblue fleet fleek http co irixaifjjx
1,jetblue bucketobolts
1,jetblue fleet fleek http co tnkixxrxhb
1,jetblue ceo challenge appease passenger wall street columbian http co pg y asw
1,jetblue weepysweetmonty heard youre planning letting people fly overhead compartment would
0,jetblue mrjustyn heard company studying popular lingo advertising depressing embarrassing
0,stop jetblue
0,jetblue idea caused delay flight fll gt jax
2,jetblue worked ty
1,jetblue im saying change amazing like miami
0,jetblue app still saying dm
1,lololololol jetblue fleet fleek http co yxswfq tgp
0,jetblue flight delayed hope dont miss connecting please fuck girlfriend
1,jetblue lmfao
1,jetblue good miami terminal
1,jetblue fleet fleek http co mpi yuo jr oh word
1,jetblue everyone overreacting keep swag
1,jetblue fleet fleek http co kshtue q
1,jetblue mom always said never settle chip blue
2,jetblue would prefer similar picture full e tail great shot
2,relieved flying jetblue listening everyone neighboring gate bitch spirit airline better
2,jetblue fleet fleek http co g sn qsqz yall better
1,jetblue fleet fleek http co lsybglf j let keep professional
2,jetblue great flight bahamas even bad weather northeast thanks great service
1,omgee jetblue onfleek jetblue many people even know mean lol
1,jetblue ceo battle appease passenger wall street waterbury republican american http co fw cy hgdj
1,jetblue fleet fleek http co ajm bhjvaa foh
2,jetblue excited hear move towards international travel long beach airport
1,jetblue two row
1,jetblue fleet fleek http co tejrn tfw noooooooooooooooooo
1,jetblue hi guy general enquires email address please thanks david
2,jetblue thanks much talking article twitter chat came great http co rkorhvr z contentmarketing
0,jetblue three hour delayed flight staring blank screen least head could download movie
0,jetblue hate http co g wwr vbrq
1,ha jetblue fleet fleek http co zqutus epw
0,jetblue really proactive passenger know entertainment system working least let get mag
1,jetblue hi flew airline australia saw zero kangaroo rectified
1,jetblue fleet fleek http co b swrpmq
1,jetblue fleet fleek http co bbaonx txd
1,jetblue know flight deemed dark flight
1,bruh jetblue fleet fleek http co w bqiw aou
1,jetblue ceo battle appease passenger investor toledo blade http co r xjxqrx z
1,jetblue check believe given credit automatically
1,jetblue fleet fleek http co hovuaisg wtf
1,lol k jetblue fleet fleek http co iux rgc
1,jetblue fleet fleek http co xx qscjll brandssayingbae freberg
0,noooo please rt jetblue fleet fleek http co lsxji ouvr
1,rt jetblue fleet fleek http co x ilzqdwe
1,jetblue fleet fleek http co llwi oxvo lmfaooooo hook flight
1,jetblue fleet fleek http co fvyzjldton
1,jetblue indeed
0,jetblue major plane wide directtv issue yesterday system kept reset crew member
0,jetblue helping since bunch u trying get time
1,jetblue need get yr old nassau sea meet great granny named turned flyingitforward
1,jetblue got time reply share thought greater detail via web form
1,yasssss da fuccc rt jetblue fleet fleek http co oaj mnucha
2,jetblue guy operate world class company thank
1,jetblue fleet fleek http co pf lol
1,oh wow sm jetblue fleet fleek http co l fnz ku
1,real rt jetblue fleet fleek http co erzht kqz
0,jetblue even gotten plane yet afford miss flight back boston ugh
0,sorry unfollowing jetblue
0,jetblue landed vega allowed leave plane yet thanks making miss flight pm fustrated
2,jetblue loved service staff newark today good service go along way appreciate preciation nj tampa
1,lord jetblue fleet fleek http co nlzs ehnee
1,jetblue fleet fleek http co pa dcjxlzl c mon fam ok
1,jetblue lord
1,jetblue fleet fleek http co izfofgjzui
1,jetblue start flight booking problem flight november
1,jetblue fleet fleek http co crfrwpc sx
1,jetblue fleet fleek http co ugfckermrw
1,jetblue fleet fleek http co rlwbj r u serious
1,nice thing rt jetblue fleet fleek http co hp rppcvhx
1,rt jetblue fleet fleek http co rinzysk ki
1,jetblue fleet fleek http co incncav n wow
2,jetblue lolol myc
2,jetblue show u sense humor tongue cheek flight etiquette video http co gguaa jvdf
0,case needed confirmation fleek dead amp gone rt jetblue fleet fleek http co g yx tmj
1,rt jetblue fleet fleek http co w hoaewhws
0,jetblue fight air
1,jetblue fleet fleek http co dxn rxdks jameskraw see
1,stahhppp rt jetblue fleet fleek http co vhfjgneozo
0,jetblue jetblue fleet fleek http co mb ipgs zq
0,brand stop shit stop rt jetblue fleet fleek http co skebqktxvx
1,late flight rt jetblue fleet fleek http co nj ga gd
1,jetblue fleet fleek http co khzrccyp
0,shit gotta stop rt jetblue fleet fleek http co peq pqmpp
2,jetblue true maybe wish expedited security haha
1,jetblue hate internet lol
