airline_sentiment,text,aspects
1,catfoodbeerglue enjoy jetblue fleet fleek http co thc rkurt,"['staff', 'comfort', 'Service']"
1,jetblue yer deal never seem include nyc gt pdx nyc gt pgh wish,"['staff', 'Punctuality', 'Seat']"
1,jetblue airline trouble winter amp getting good customer service contact http co aqjn hwnac negotiate resolution,"['Service', 'Punctuality', 'staff']"
1,jetblue thank headed lbc oak,"['staff', 'Service', 'comfort']"
2,jetblue go napkin pretty much say http co oxy jnpjm,"['comfort', 'Punctuality', 'staff']"
1,jetblue fleet fleek http co b ttno xu,"['staff', 'comfort', 'Cleanliness']"
2,jetblue ruth slobodin sure love see ruth justdoit youknowyouwantto know well,"['staff', 'comfort', 'Service']"
1,jetblue love never work day life,"['staff', 'comfort', 'Punctuality']"
1,jetblue drop take two people vice versa back forth,"['comfort', 'Cleanliness', 'Punctuality']"
2,jetblue need cut service charge give better flying experience use jet blue first place,"['Service', 'staff', 'Cleanliness']"
2,jetblue longing look blue eye firstlove,"['staff', 'Punctuality', 'comfort']"
2,jetblue best flyfi ondemand leatherseats hipunis legroom,"['staff', 'comfort', 'Service']"
1,sigh jetblue fleet fleek http co w nl ay bl,"['staff', 'comfort', 'Punctuality']"
1,jetblue please start flying guyana soon,"['staff', 'comfort', 'Safety']"
1,jetblue leave certain thing kid,"['Punctuality', 'Cleanliness', 'comfort']"
2,eatgregeat wow thx thinking u greg heard sobewff amazing heard jetblue p thx info teamnkh,"['staff', 'Food', 'comfort']"
2,jetblue annnndddd booked flight easy,"['staff', 'Service', 'Punctuality']"
0,jetblue thank credit however submitted complaint property vacation package hope listen,"['Punctuality', 'comfort', 'Price']"
1,jetblue fleet fleek http co clu pdprhp,"['staff', 'Cleanliness', 'comfort']"
2,jetblue thank much,"['staff', 'comfort', 'Service']"
0,jetblue need help moving dc amp want book one way fare website seem let missing something,"['staff', 'Punctuality', 'Cleanliness']"
2,jetblue glowing crew aircraft sparkled guy know nokidhungry right might good partnership,"['staff', 'Safety', 'comfort']"
1,jetblue jetbluecheeps friend bought ticket last night one route cost way help,"['staff', 'Price', 'Punctuality']"
1,jetblue returning foodnetwork sobewff limited carry space tummy next flight try snack,"['staff', 'Punctuality', 'Price']"
2,jetblue glad like feel free steal,"['staff', 'comfort', 'Entertainment']"
2,jetblue blue helped bring color eye promise eat free snack,"['staff', 'Service', 'Punctuality']"
2,jetblue thanks customer like stay loyal check landing,"['Service', 'staff', 'Punctuality']"
2,jetblue pulling gate sunrise bostonlogan morning jetbluesofly jetblue airbus http co jgdu u dz,"['staff', 'comfort', 'Service']"
2,jetblue thx quick response yep tried find flight input confirmation,"['Service', 'Punctuality', 'Cleanliness']"
2,jetblue wish everyone felt like,"['staff', 'comfort', 'Price']"
2,jetblue sound great thank,"['staff', 'Entertainment', 'Service']"
0,jetblue upon sale include btv usual jetbluehatesbtv,"['Punctuality', 'staff', 'comfort']"
0,jetblue link flight last week trublue account num answering make fly delta dont,"['staff', 'comfort', 'Punctuality']"
2,jetblue nice see veteran advantage program gate sunday mco keep good work jetblue,"['staff', 'Service', 'Boarding']"
2,jetblue incredible pr team,"['staff', 'Service', 'comfort']"
2,jetblue thanks finding lower fare already carrier direct flight july,"['Price', 'Punctuality', 'comfort']"
0,jetblue get u flight vieques good right looking promising,"['staff', 'comfort', 'Food']"
0,jetblue dm,"['staff', 'comfort', 'Cleanliness']"
1,jetblue offering special fare gopuregrenada discovergrenada http co mbcehcszx caribbejan islandexpert http co zm jkalzl,"['Price', 'staff', 'comfort']"
1,jetblue believe website said could receive credit upcoming flight since cancelled flighted last one true,"['Punctuality', 'comfort', 'Cleanliness']"
1,jetblue month ago flight booked cancelled flight flight booking problem separate flight different occasion,"['Price', 'Punctuality', 'Service']"
1,jetblue hi friend question moment,"['staff', 'comfort', 'Entertainment']"
2,jetblue jannasaurusrex thanks kind word janna weappreciateyou trueblue feeling like bos jetbluefame,"['staff', 'comfort', 'Service']"
2,jetblue boarding back airplane first like bos sosmart jetblue frequentflyerappreciates alsoyayforsnacks,"['staff', 'Service', 'comfort']"
2,jetblue sooo earlier said couldnt fly school trip,"['staff', 'Punctuality', 'Price']"
0,jetblue flight delayed buffalo direct flight plane gate,"['staff', 'Price', 'Service']"
0,jetblue missing connecting transportation puerto rico result need get vieques today,"['staff', 'Service', 'comfort']"
0,jetblue supposed vieques pm,"['comfort', 'Cleanliness', 'staff']"
0,jetblue customer service today deplorable plenty way u could gotten u flight badcustomerservice,"['Service', 'Punctuality', 'Price']"
0,jetblue absolutely missed connection caused u miss ferry vieques get u vieques also flight voucher prbound,"['Cleanliness', 'Punctuality', 'Service']"
1,jetblue hi rough idea january flight made available,"['staff', 'Punctuality', 'Cleanliness']"
0,jetblue sending n jb uvf today weekday weekend,"['comfort', 'Cleanliness', 'Punctuality']"
2,jetblue always amazing jetblue trueblue http co iimtjxcvlg,"['staff', 'Service', 'Food']"
0,jetblue experienced better service making connecting flight united americanair badcustomerservice jfk pr,"['Service', 'Price', 'Punctuality']"
1,jetblue gate main terminal dca natca member keeping watch atct avgeek http co hpsieaokwh,"['staff', 'comfort', 'Safety']"
2,jetblue great land jfk,"['staff', 'comfort', 'Entertainment']"
0,jetblue service getting worse worse plane fly waiting nd aircraft much planning,"['Service', 'staff', 'Cleanliness']"
2,jetblue haha ty know time lane open logan,"['staff', 'comfort', 'Cleanliness']"
1,jetblue flight n jb jblu arrives flytpa following flight westchester county airport http co xx jxqep,"['staff', 'Cleanliness', 'Service']"
0,jetblue seat assignment min flight line people deep guess sitting baggage marinadomine,"['staff', 'Punctuality', 'Cleanliness']"
1,jetblue go nd round trip ca week trueblue,"['staff', 'comfort', 'Cleanliness']"
2,jetblue sure,"['staff', 'comfort', 'Service']"
1,jetblue want custom long beach airport future international flight ericbradleypt http co j hb jdver cc briansumers,"['staff', 'Service', 'comfort']"
0,jetblue worst flying experience ever suffered appreciate money back,"['Punctuality', 'Service', 'Price']"
2,jetblue second call customer service fifth person talked amazing rep fixed min persistence,"['Service', 'staff', 'Punctuality']"
1,rt jetblue fleet fleek http co wezumdimyf,"['staff', 'comfort', 'Cleanliness']"
2,jetblue thanks much,"['staff', 'comfort', 'Service']"
0,jetblue wife sent family invite never accepted locked family account never got created,"['staff', 'Punctuality', 'Price']"
1,jetblue hey guy tail number assigned yet flight tomorrow,"['staff', 'Cleanliness', 'comfort']"
0,jetblue spent hour phone customer service find help need help family pooling asap,"['Punctuality', 'staff', 'Service']"
1,airport ready get jetblue red eye going soooooo sleepy noplacelikehome eventhoughits degreesathome,"['staff', 'comfort', 'Punctuality']"
0,jetblue customer service say since wife setup family account join mine year help fix please,"['Service', 'staff', 'Punctuality']"
0,jetblue full capacity also pid extra seat perhaps crew could helpful,"['Seat', 'Price', 'Punctuality']"
0,jetblue twice said dim light first flight,"['staff', 'Punctuality', 'Service']"
1,jetblue maatkare hope still bae tatianaking thewayoftheid haa man,"['staff', 'Price', 'Punctuality']"
1,jetblue domestic wanted idea get surprised,"['staff', 'Punctuality', 'Cleanliness']"
2,jetblue make two u lol blushing,"['staff', 'Price', 'Punctuality']"
1,jetblue would storage container like green one acceptable check luggage gal tote http co mjtk sfuhg,"['staff', 'Punctuality', 'Price']"
2,jetblue happy anniversary hard believe young,"['staff', 'comfort', 'Cleanliness']"
0,jetblue jfk nyc staff amazing lax jetblue sending email detail disappointing experience jetbluecheeps,"['Cleanliness', 'Punctuality', 'Service']"
2,jetblue super smooth flight landing nicely done,"['staff', 'Baggage', 'Boarding']"
1,jetblue try harder take winner attitude work,"['staff', 'comfort', 'Price']"
0,jetblue better better passenger flight jfk pwm,"['Price', 'Punctuality', 'Service']"
0,jetblue would air new plane redirected mechanical error aka delay,"['Punctuality', 'staff', 'Cleanliness']"
0,jetblue delay flight redirect gate tell stuck original gate would,"['Punctuality', 'Price', 'staff']"
1,jetblue fleet fleek http co vxn j v happened,"['comfort', 'Cleanliness', 'Punctuality']"
0,jetblue definitely note whoever stole,"['Punctuality', 'Price', 'comfort']"
0,jetblue hour policy called said report soon enough would changed noticed sooner,"['Punctuality', 'comfort', 'Price']"
0,jetblue hopefully help someone future would different procedure discovered theft sooner,"['comfort', 'Punctuality', 'staff']"
0,jetblue soon realized try figure stealing people bag security camera anything,"['Punctuality', 'staff', 'Price']"
0,jetblue since stranded syr without ride missed window opportunity right matter hour,"['staff', 'Punctuality', 'comfort']"
0,jetblue absolutely worry never flying ever even hitch hike cross country passengersarepeople,"['staff', 'comfort', 'Price']"
0,jetblue dont lose luggage,"['staff', 'Punctuality', 'Service']"
0,jetblue directed mobile website direct link get together,"['Service', 'Cleanliness', 'Punctuality']"
0,jetblue made many mistake short period time would lost job point,"['staff', 'Punctuality', 'Price']"
0,jetblue understand ur someone traveled hour get early relax b flight etc adv notice maybe,"['staff', 'Punctuality', 'Price']"
0,jetblue one four flight trip time company problem,"['staff', 'Punctuality', 'Service']"
1,stop madness rt jetblue fleet fleek http co x usbj fv,"['staff', 'comfort', 'Cleanliness']"
1,jetblue find good photo got one goodnight,"['staff', 'Price', 'Punctuality']"
2,jetblue fyi onboard comfortably travelling jfk seat problem said thanks making flying civilized,"['staff', 'Safety', 'Price']"
2,jetblue like follow jetblue,"['staff', 'comfort', 'Price']"
1,jetblue,"['staff', 'comfort', 'Cleanliness']"
0,jetblue datingrev mco lag two hour delay sitting tarmac going minute infant cry plane get u plane,"['Seat', 'staff', 'Punctuality']"
0,jetblue maintenance flight landed jamaica go security get term cleaned board,"['staff', 'Service', 'Cleanliness']"
0,jetblue answer,"['staff', 'Cleanliness', 'comfort']"
1,jetblue ask ask pilot tell name aiecraft,"['comfort', 'Service', 'Cleanliness']"
1,jetblue airport code test go slc bos mco,"['staff', 'Cleanliness', 'Punctuality']"
1,jetblue fleet fleek http co bbm pabort lt lt fuckin funny,"['staff', 'Punctuality', 'comfort']"
1,jetblue flight lie flat seating stl pdx around date march,"['Seat', 'Punctuality', 'Price']"
1,jetblue formally request lbairport longbeachcity establish custom facility international flight http co jbyvmsod,"['staff', 'Service', 'Punctuality']"
1,jetblue flight charleston tomorrow time possibility delay cancelled flightlations,"['Punctuality', 'Price', 'Safety']"
0,jetblue well plane landed international terminal announced pm new time,"['Cleanliness', 'Service', 'Safety']"
0,jetblue seat waiting hold minute gone stay another night charleston pricy,"['Price', 'staff', 'Punctuality']"
